Front,Back,Tags
"种<br><span style=""font-size:0.55em;color:#666"">zhǒng</span>",kind; type<br><br>这种水果很甜。<br>Zhè zhǒng shuǐguǒ hěn tián.<br>This kind of fruit is very sweet.,type::measure lesson::lesson17 frequency::high topic::grammar hsk::2
"草莓<br><span style=""font-size:0.55em;color:#666"">cǎoméi</span>",strawberry<br><br>草莓很好吃。<br>Cǎoméi hěn hǎochī.<br>Strawberries are delicious.,"type::noun lesson::lesson17 frequency::high topic::food,fruit hsk::2"
"回答<br><span style=""font-size:0.55em;color:#666"">huídá</span>",answer<br><br>请回答我的问题。<br>Qǐng huídá wǒ de wèntí.<br>Please answer my question.,type::verb lesson::lesson17 frequency::high topic::communication hsk::2
"又<br><span style=""font-size:0.55em;color:#666"">yòu</span>",[used for the repetition and continuation of an actual action happening again]<br><br>他又来了。<br>Tā yòu lái le.<br>He came again.,type::adverb lesson::lesson17 frequency::high topic::grammar hsk::2
"找<br><span style=""font-size:0.55em;color:#666"">zhǎo</span>",give change<br><br>找您五块钱。<br>Zhǎo nín wǔ kuài qián.<br>Here's 5 yuan change.,"type::verb lesson::lesson17 frequency::high topic::shopping,money hsk::2"
"葡萄<br><span style=""font-size:0.55em;color:#666"">pútao</span>",grape<br><br>葡萄很甜。<br>Pútao hěn tián.<br>Grapes are very sweet.,"type::noun lesson::lesson17 frequency::high topic::food,fruit hsk::1"
"西瓜<br><span style=""font-size:0.55em;color:#666"">xīguā</span>",watermelon<br><br>夏天吃西瓜很凉快。<br>Xiàtiān chī xīguā hěn liángkuai.<br>Eating watermelon in summer is very refreshing.,"type::noun lesson::lesson17 frequency::high topic::food,fruit hsk::1"
"菠萝<br><span style=""font-size:0.55em;color:#666"">bōluó</span>",pineapple<br><br>菠萝有点酸。<br>Bōluó yǒudiǎn suān.<br>Pineapples are a bit sour.,"type::noun lesson::lesson17 frequency::medium topic::food,fruit hsk::2"
"芒果<br><span style=""font-size:0.55em;color:#666"">mángguǒ</span>",mango<br><br>芒果是热带水果。<br>Mángguǒ shì rèdài shuǐguǒ.<br>Mangoes are tropical fruits.,"type::noun lesson::lesson17 frequency::high topic::food,fruit hsk::2"
"椰子<br><span style=""font-size:0.55em;color:#666"">yēzi</span>",coconut<br><br>椰子汁很好喝。<br>Yēzi zhī hěn hǎohē.<br>Coconut water is very tasty.,"type::noun lesson::lesson17 frequency::medium topic::food,fruit hsk::2"
"橙子<br><span style=""font-size:0.55em;color:#666"">chéngzi</span>",orange<br><br>橙子富含维生素C。<br>Chéngzi fùhán wéishēngsù C.<br>Oranges are rich in vitamin C.,"type::noun lesson::lesson17 frequency::high topic::food,fruit hsk::1"
"菜单<br><span style=""font-size:0.55em;color:#666"">càidān</span>",menu<br><br>给我们看一下菜单吧。<br>Gěi wǒmen kàn yīxià càidān ba.<br>Let us take a look at the menu.,type::noun lesson::lesson18 frequency::high topic::restaurant hsk::1
"喝<br><span style=""font-size:0.55em;color:#666"">hē</span>",drink<br><br>您喝点儿什么？<br>Nín hē diǎnr shénme?<br>What would you like to drink?,"type::verb lesson::lesson18 frequency::high topic::food,drinks hsk::1"
"杯<br><span style=""font-size:0.55em;color:#666"">bēi</span>","cup; glass<br><br>来一杯果汁、一杯奶茶。<br>Lái yī bēi guǒzhī, yī bēi nǎichá.<br>One glass of juice and one cup of milk tea, please.","type::measure lesson::lesson18 frequency::high topic::food,drinks hsk::1"
"果汁<br><span style=""font-size:0.55em;color:#666"">guǒzhī</span>","fruit juice<br><br>来一杯果汁。<br>Lái yī bēi guǒzhī.<br>One glass of juice, please.","type::noun lesson::lesson18 frequency::high topic::food,drinks hsk::1"
"奶茶<br><span style=""font-size:0.55em;color:#666"">nǎichá</span>",milk tea<br><br>我想点一杯奶茶。<br>Wǒ xiǎng diǎn yī bēi nǎichá.<br>I want to order a cup of milk tea.,"type::noun lesson::lesson18 frequency::high topic::food,drinks hsk::2"
"点<br><span style=""font-size:0.55em;color:#666"">diǎn</span>",order<br><br>您吃点儿什么？<br>Nín chī diǎnr shénme?<br>What would you like to eat?,type::verb lesson::lesson18 frequency::high topic::restaurant hsk::2
"主食<br><span style=""font-size:0.55em;color:#666"">zhǔshí</span>",staple/principal food<br><br>米饭是中国人的主食。<br>Mǐfàn shì Zhōngguórén de zhǔshí.<br>Rice is the Chinese staple food.,type::noun lesson::lesson18 frequency::medium topic::food hsk::3
"盘<br><span style=""font-size:0.55em;color:#666"">pán</span>","[used for dishes, millstones, etc]<br><br>一盘炒饭多少钱？<br>Yī pán chǎofàn duōshao qián?<br>How much is a plate of fried rice?",type::measure lesson::lesson18 frequency::high topic::food hsk::2
"炒饭<br><span style=""font-size:0.55em;color:#666"">chǎofàn</span>",fried rice<br><br>我想吃炒饭。<br>Wǒ xiǎng chī chǎofàn.<br>I want to eat fried rice.,type::noun lesson::lesson18 frequency::high topic::food hsk::2
"饺子<br><span style=""font-size:0.55em;color:#666"">jiǎozi</span>",Chinese dumpling<br><br>我喜欢吃饺子。<br>Wǒ xǐhuan chī jiǎozi.<br>I like eating dumplings.,type::noun lesson::lesson18 frequency::high topic::food hsk::2
"辣椒<br><span style=""font-size:0.55em;color:#666"">làjiāo</span>",hot/chilli pepper<br><br>你能吃辣椒吗？<br>Nǐ néng chī làjiāo ma?<br>Can you eat chili peppers?,type::noun lesson::lesson18 frequency::high topic::food hsk::3
"味道<br><span style=""font-size:0.55em;color:#666"">wèidào</span>",taste; flavour<br><br>味道怎么样？<br>Wèidào zěnmeyàng?<br>How does it taste?,type::noun lesson::lesson18 frequency::high topic::food hsk::2
"辣<br><span style=""font-size:0.55em;color:#666"">là</span>",hot; spicy<br><br>您可以吃辣椒吗？<br>Nín kěyǐ chī làjiāo ma?<br>Can you eat spicy food?,type::adjective lesson::lesson18 frequency::high topic::food hsk::2
"买单<br><span style=""font-size:0.55em;color:#666"">mǎidān</span>",pay the bill<br><br>在哪儿买单？<br>Zài nǎr mǎidān?<br>Where do I pay the bill?,"type::verb lesson::lesson18 frequency::high topic::restaurant,money hsk::3"
"带<br><span style=""font-size:0.55em;color:#666"">dài</span>",take<br><br>请带我们去饭馆。<br>Qǐng dài wǒmen qù fànguǎn.<br>Please take us to the restaurant.,type::verb lesson::lesson18 frequency::high topic::actions hsk::2
"过去<br><span style=""font-size:0.55em;color:#666"">guòqù</span>",go over<br><br>我们过去看看菜单。<br>Wǒmen guòqù kànkan càidān.<br>Let's go over and look at the menu.,type::verb lesson::lesson18 frequency::high topic::movement hsk::2
"家<br><span style=""font-size:0.55em;color:#666"">jiā</span>",[used for families or enterprises]<br><br>我们去那家饭馆吧。<br>Wǒmen qù nà jiā fànguǎn ba.<br>Let's go to that restaurant.,type::measure lesson::lesson18 frequency::high topic::grammar hsk::1
"饭馆<br><span style=""font-size:0.55em;color:#666"">fànguǎn</span>",restaurant<br><br>我们去那家饭馆吃饭吧。<br>Wǒmen qù nà jiā fànguǎn chīfàn ba.<br>Let's go eat at that restaurant.,"type::noun lesson::lesson18 frequency::high topic::places,food hsk::2"
"西红柿<br><span style=""font-size:0.55em;color:#666"">xīhóngshì</span>",tomato<br><br>我想吃西红柿炒鸡蛋。<br>Wǒ xiǎng chī xīhóngshì chǎo jīdàn.<br>I want to eat stir-fried tomato and eggs.,type::noun lesson::lesson18 frequency::high topic::food hsk::2
"炒<br><span style=""font-size:0.55em;color:#666"">chǎo</span>",fry<br><br>妈妈在炒西红柿鸡蛋。<br>Māma zài chǎo xīhóngshì jīdàn.<br>Mom is stir-frying tomato and eggs.,"type::verb lesson::lesson18 frequency::high topic::food,cooking hsk::2"
"鸡蛋<br><span style=""font-size:0.55em;color:#666"">jīdàn</span>",(hen's) egg<br><br>西红柿炒鸡蛋很好吃。<br>Xīhóngshì chǎo jīdàn hěn hǎochī.<br>Stir-fried tomato and eggs is delicious.,type::noun lesson::lesson18 frequency::high topic::food hsk::1
"青椒<br><span style=""font-size:0.55em;color:#666"">qīngjiāo</span>",green pepper<br><br>青椒肉丝很好吃。<br>Qīngjiāo ròusī hěn hǎochī.<br>Green pepper with shredded pork is delicious.,type::noun lesson::lesson18 frequency::medium topic::food hsk::3
"牛肉<br><span style=""font-size:0.55em;color:#666"">niúròu</span>",beef<br><br>我想吃牛肉面。<br>Wǒ xiǎng chī niúròu miàn.<br>I want to eat beef noodles.,type::noun lesson::lesson18 frequency::high topic::food hsk::2
"虽然<br><span style=""font-size:0.55em;color:#666"">suīrán</span>","though; although<br><br>虽然辣，但是很好吃。<br>Suīrán là, dànshì hěn hǎochī.<br>Although it's spicy, it's very delicious.",type::conjunction lesson::lesson18 frequency::high topic::grammar hsk::2
"不但<br><span style=""font-size:0.55em;color:#666"">búdàn</span>","not only... (but also...)<br><br>这个菜不但好看，而且好吃。<br>Zhège cài búdàn hǎokàn, érqiě hǎochī.<br>This dish is not only good-looking, but also delicious.",type::conjunction lesson::lesson18 frequency::high topic::grammar hsk::3
"而且<br><span style=""font-size:0.55em;color:#666"">érqiě</span>","but also<br><br>这个菜不但好看，而且好吃。<br>Zhège cài búdàn hǎokàn, érqiě hǎochī.<br>This dish is not only good-looking, but also delicious.",type::conjunction lesson::lesson18 frequency::high topic::grammar hsk::3
"价格<br><span style=""font-size:0.55em;color:#666"">jiàgé</span>",price<br><br>这里的价格很便宜。<br>Zhèlǐ de jiàgé hěn piányi.<br>The prices here are cheap.,"type::noun lesson::lesson18 frequency::high topic::money,shopping hsk::3"
"烤鸭<br><span style=""font-size:0.55em;color:#666"">kǎoyā</span>",roast(ed) duck<br><br>北京烤鸭很有名。<br>Běijīng kǎoyā hěn yǒumíng.<br>Peking roast duck is very famous.,type::noun lesson::lesson18 frequency::high topic::food hsk::2
"鱼<br><span style=""font-size:0.55em;color:#666"">yú</span>",fish<br><br>这条鱼很新鲜。<br>Zhè tiáo yú hěn xīnxiān.<br>This fish is very fresh.,type::noun lesson::lesson18 frequency::high topic::food hsk::1
"猪肉<br><span style=""font-size:0.55em;color:#666"">zhūròu</span>",pork<br><br>我买了一斤猪肉。<br>Wǒ mǎi le yī jīn zhūròu.<br>I bought a jin of pork.,type::noun lesson::lesson18 frequency::high topic::food hsk::2
"面条儿<br><span style=""font-size:0.55em;color:#666"">miàntiáor</span>",noodles<br><br>我想吃牛肉面条儿。<br>Wǒ xiǎng chī niúròu miàntiáor.<br>I want to eat beef noodles.,type::noun lesson::lesson18 frequency::high topic::food hsk::2
"包子<br><span style=""font-size:0.55em;color:#666"">bāozi</span>",steamed stuffed bun<br><br>早饭我吃包子。<br>Zǎofàn wǒ chī bāozi.<br>I eat steamed buns for breakfast.,type::noun lesson::lesson18 frequency::high topic::food hsk::2
"饮料<br><span style=""font-size:0.55em;color:#666"">yǐnliào</span>",drink; beverage<br><br>您喝什么饮料？<br>Nín hē shénme yǐnliào?<br>What drink would you like?,"type::noun lesson::lesson18 frequency::high topic::food,drinks hsk::2"
"咖啡<br><span style=""font-size:0.55em;color:#666"">kāfēi</span>",coffee<br><br>我想喝一杯咖啡。<br>Wǒ xiǎng hē yī bēi kāfēi.<br>I want a cup of coffee.,"type::noun lesson::lesson18 frequency::high topic::food,drinks hsk::2"
"牛奶<br><span style=""font-size:0.55em;color:#666"">niúnǎi</span>",milk<br><br>我每天喝牛奶。<br>Wǒ měitiān hē niúnǎi.<br>I drink milk every day.,"type::noun lesson::lesson18 frequency::high topic::food,drinks hsk::1"
"件<br><span style=""font-size:0.55em;color:#666"">jiàn</span>",piece<br><br>这件衣服怎么样？<br>Zhè jiàn yīfu zěnmeyàng?<br>How's this piece of clothing?,type::measure lesson::lesson19 frequency::high topic::clothing hsk::1
"衣服<br><span style=""font-size:0.55em;color:#666"">yīfu</span>",clothes<br><br>这件衣服怎么样？<br>Zhè jiàn yīfu zěnmeyàng?<br>How's this piece of clothing?,type::noun lesson::lesson19 frequency::high topic::clothing hsk::1
"合适<br><span style=""font-size:0.55em;color:#666"">héshì</span>","suitable<br><br>这件衣服不大不小，很合适。<br>Zhè jiàn yīfu bú dà bù xiǎo, hěn héshì.<br>This piece of clothing is neither too big nor small — it fits well.",type::adjective lesson::lesson19 frequency::high topic::clothing hsk::2
"裤子<br><span style=""font-size:0.55em;color:#666"">kùzi</span>",trousers<br><br>这条裤子有点儿短。<br>Zhè tiáo kùzi yǒudiǎnr duǎn.<br>These pants are a bit short.,type::noun lesson::lesson19 frequency::high topic::clothing hsk::1
"短<br><span style=""font-size:0.55em;color:#666"">duǎn</span>",short (in distance/length)<br><br>这条裤子有点儿短。<br>Zhè tiáo kùzi yǒudiǎnr duǎn.<br>These pants are a bit short.,type::adjective lesson::lesson19 frequency::high topic::description hsk::2
"穿<br><span style=""font-size:0.55em;color:#666"">chuān</span>",wear<br><br>你穿多大码？<br>Nǐ chuān duō dà mǎ?<br>What size do you wear?,type::verb lesson::lesson19 frequency::high topic::clothing hsk::1
"码<br><span style=""font-size:0.55em;color:#666"">mǎ</span>",size<br><br>你穿多大码？<br>Nǐ chuān duō dà mǎ?<br>What size do you wear?,"type::noun lesson::lesson19 frequency::high topic::clothing,shopping hsk::3"
"双<br><span style=""font-size:0.55em;color:#666"">shuāng</span>",pair<br><br>这双鞋子很舒服。<br>Zhè shuāng xiézi hěn shūfu.<br>These shoes are very comfortable.,type::measure lesson::lesson19 frequency::high topic::clothing hsk::2
"鞋子<br><span style=""font-size:0.55em;color:#666"">xiézi</span>",shoe<br><br>这双鞋子很舒服。<br>Zhè shuāng xiézi hěn shūfu.<br>These shoes are very comfortable.,type::noun lesson::lesson19 frequency::high topic::clothing hsk::1
"稍等<br><span style=""font-size:0.55em;color:#666"">shāo děng</span>","wait a moment<br><br>请稍等，我去找找。<br>Qǐng shāo děng, wǒ qù zhǎozhao.<br>Please wait a moment, I'll go find it.","type::phrase lesson::lesson19 frequency::high topic::shopping,politeness hsk::3"
"拿<br><span style=""font-size:0.55em;color:#666"">ná</span>",take<br><br>请帮我拿一下这件衣服。<br>Qǐng bāng wǒ ná yīxià zhè jiàn yīfu.<br>Please help me take this piece of clothing.,type::verb lesson::lesson19 frequency::high topic::actions hsk::1
"样子<br><span style=""font-size:0.55em;color:#666"">yàngzi</span>",pattern; appearance<br><br>这件衣服的样子很好看。<br>Zhè jiàn yīfu de yàngzi hěn hǎokàn.<br>The style of this clothing looks nice.,"type::noun lesson::lesson19 frequency::high topic::clothing,description hsk::3"
"试<br><span style=""font-size:0.55em;color:#666"">shì</span>",try<br><br>我能试一下吗？<br>Wǒ néng shì yīxià ma?<br>Can I try it on?,type::verb lesson::lesson19 frequency::high topic::actions hsk::2
"试衣间<br><span style=""font-size:0.55em;color:#666"">shì yī jiān</span>",fitting room<br><br>试衣间在那边。<br>Shì yī jiān zài nàbiān.<br>The fitting room is over there.,"type::noun lesson::lesson19 frequency::high topic::shopping,places"
"打折<br><span style=""font-size:0.55em;color:#666"">dǎzhé</span>",give a discount<br><br>这个打折吗？<br>Zhège dǎzhé ma?<br>Is there a discount on this?,type::verb lesson::lesson19 frequency::high topic::shopping hsk::2
"商场<br><span style=""font-size:0.55em;color:#666"">shāngchǎng</span>",market; mall<br><br>我们去商场买衣服吧。<br>Wǒmen qù shāngchǎng mǎi yīfu ba.<br>Let's go to the mall to buy clothes.,"type::noun lesson::lesson19 frequency::high topic::places,shopping hsk::3"
"活动<br><span style=""font-size:0.55em;color:#666"">huódòng</span>",activity; event<br><br>商场有打折活动。<br>Shāngchǎng yǒu dǎzhé huódòng.<br>The mall has a discount promotion.,type::noun lesson::lesson19 frequency::high topic::events hsk::2
"刷卡<br><span style=""font-size:0.55em;color:#666"">shuākǎ</span>",swipe a card<br><br>我可以刷卡吗？<br>Wǒ kěyǐ shuākǎ ma?<br>Can I pay by card?,"type::verb lesson::lesson19 frequency::high topic::shopping,money hsk::3"
"支付<br><span style=""font-size:0.55em;color:#666"">zhīfù</span>",pay<br><br>能用手机支付吗？<br>Néng yòng shǒujī zhīfù ma?<br>Can I pay by phone?,"type::verb lesson::lesson19 frequency::high topic::shopping,money hsk::3"
"越来越……<br><span style=""font-size:0.55em;color:#666"">yuè lái yuè…</span>",more and more<br><br>天气越来越冷了。<br>Tiānqì yuè lái yuè lěng le.<br>The weather is getting colder and colder.,type::phrase lesson::lesson19 frequency::high topic::grammar hsk::3
"打算<br><span style=""font-size:0.55em;color:#666"">dǎsuàn</span>",plan<br><br>你打算买什么？<br>Nǐ dǎsuàn mǎi shénme?<br>What do you plan to buy?,type::verb type::noun lesson::lesson19 frequency::high topic::plans hsk::2
"蓝色<br><span style=""font-size:0.55em;color:#666"">lánsè</span>",blue<br><br>我喜欢蓝色的衣服。<br>Wǒ xǐhuan lánsè de yīfu.<br>I like blue clothes.,type::noun lesson::lesson19 frequency::high topic::colors hsk::1
"围巾<br><span style=""font-size:0.55em;color:#666"">wéijīn</span>",scarf<br><br>这条围巾是蓝色的。<br>Zhè tiáo wéijīn shì lánsè de.<br>This scarf is blue.,type::noun lesson::lesson19 frequency::high topic::clothing hsk::3
"顶<br><span style=""font-size:0.55em;color:#666"">dǐng</span>",[used for sth that has a top]<br><br>我想买一顶帽子。<br>Wǒ xiǎng mǎi yī dǐng màozi.<br>I want to buy a hat.,type::measure lesson::lesson19 frequency::high topic::clothing hsk::3
"白色<br><span style=""font-size:0.55em;color:#666"">báisè</span>",white<br><br>我想买一顶白色的帽子。<br>Wǒ xiǎng mǎi yī dǐng báisè de màozi.<br>I want to buy a white hat.,type::noun lesson::lesson19 frequency::high topic::colors hsk::1
"帽子<br><span style=""font-size:0.55em;color:#666"">màozi</span>",cap; hat<br><br>我想买一顶帽子。<br>Wǒ xiǎng mǎi yī dǐng màozi.<br>I want to buy a hat.,type::noun lesson::lesson19 frequency::high topic::clothing hsk::2
"黑色<br><span style=""font-size:0.55em;color:#666"">hēisè</span>",black<br><br>我喜欢黑色的衣服。<br>Wǒ xǐhuan hēisè de yīfu.<br>I like black clothes.,type::noun lesson::lesson19 frequency::high topic::colors hsk::1
"羽绒服<br><span style=""font-size:0.55em;color:#666"">yǔróngfú</span>",down garment<br><br>冬天要穿羽绒服。<br>Dōngtiān yào chuān yǔróngfú.<br>You need to wear a down jacket in winter.,type::noun lesson::lesson19 frequency::medium topic::clothing
"厚<br><span style=""font-size:0.55em;color:#666"">hòu</span>",thick<br><br>这件羽绒服很厚。<br>Zhè jiàn yǔróngfú hěn hòu.<br>This down jacket is very thick.,type::adjective lesson::lesson19 frequency::high topic::description hsk::2
"棕色<br><span style=""font-size:0.55em;color:#666"">zōngsè</span>",brown<br><br>这双鞋子是棕色的。<br>Zhè shuāng xiézi shì zōngsè de.<br>These shoes are brown.,type::noun lesson::lesson19 frequency::medium topic::colors hsk::3
"差不多<br><span style=""font-size:0.55em;color:#666"">chàbuduō</span>",almost<br><br>我们差不多到了。<br>Wǒmen chàbuduō dào le.<br>We're almost there.,type::adverb lesson::lesson19 frequency::high topic::grammar hsk::3
"现金<br><span style=""font-size:0.55em;color:#666"">xiànjīn</span>",cash<br><br>我没有现金。<br>Wǒ méiyǒu xiànjīn.<br>I don't have cash.,type::noun lesson::lesson19 frequency::high topic::money hsk::3
"特别<br><span style=""font-size:0.55em;color:#666"">tèbié</span>",especially<br><br>这件衣服特别合适。<br>Zhè jiàn yīfu tèbié héshì.<br>This piece of clothing fits especially well.,type::adverb lesson::lesson19 frequency::high topic::grammar hsk::2
"毛衣<br><span style=""font-size:0.55em;color:#666"">máoyī</span>",sweater<br><br>冬天穿毛衣很暖和。<br>Dōngtiān chuān máoyī hěn nuǎnhuo.<br>Wearing a sweater in winter is very warm.,type::noun lesson::lesson19 frequency::high topic::clothing hsk::1
"裙子<br><span style=""font-size:0.55em;color:#666"">qúnzi</span>",dress<br><br>这条裙子很好看。<br>Zhè tiáo qúnzi hěn hǎokàn.<br>This dress looks very nice.,type::noun lesson::lesson19 frequency::high topic::clothing hsk::1
"红色<br><span style=""font-size:0.55em;color:#666"">hóngsè</span>",red<br><br>红色很喜庆。<br>Hóngsè hěn xǐqìng.<br>Red is very festive.,type::noun lesson::lesson19 frequency::high topic::colors hsk::1
"绿色<br><span style=""font-size:0.55em;color:#666"">lǜsè</span>",green<br><br>绿色代表自然。<br>Lǜsè dàibiǎo zìrán.<br>Green represents nature.,type::noun lesson::lesson19 frequency::high topic::colors hsk::1
"头疼<br><span style=""font-size:0.55em;color:#666"">tóuténg</span>","have a headache<br><br>我头疼、咳嗽，还有点儿发烧。<br>Wǒ tóuténg, késou, hái yǒudiǎnr fāshāo.<br>I have a headache, a cough, and a slight fever.",type::verb lesson::lesson20 frequency::high topic::health hsk::3
"咳嗽<br><span style=""font-size:0.55em;color:#666"">késou</span>",cough<br><br>咳嗽得厉害吗？<br>Késou de lìhai ma?<br>Is the cough severe?,type::verb lesson::lesson20 frequency::high topic::health hsk::3
"发烧<br><span style=""font-size:0.55em;color:#666"">fāshāo</span>",have a fever<br><br>我有点儿发烧。<br>Wǒ yǒudiǎnr fāshāo.<br>I have a slight fever.,type::verb lesson::lesson20 frequency::high topic::health hsk::3
"厉害<br><span style=""font-size:0.55em;color:#666"">lìhai</span>",(of illness) severe; terrible<br><br>咳嗽得很厉害。<br>Késou de hěn lìhai.<br>The cough is very severe.,type::adjective lesson::lesson20 frequency::high topic::health hsk::3
"开<br><span style=""font-size:0.55em;color:#666"">kāi</span>",write out<br><br>我给您开点儿药吧。<br>Wǒ gěi nín kāi diǎnr yào ba.<br>Let me prescribe you some medicine.,type::verb lesson::lesson20 frequency::high topic::health hsk::1
"药<br><span style=""font-size:0.55em;color:#666"">yào</span>",medicine<br><br>我给您开点儿药吧。<br>Wǒ gěi nín kāi diǎnr yào ba.<br>Let me prescribe you some medicine.,type::noun lesson::lesson20 frequency::high topic::health hsk::2
"片<br><span style=""font-size:0.55em;color:#666"">piàn</span>",tablet<br><br>一次吃两片。<br>Yī cì chī liǎng piàn.<br>Take two tablets each time.,type::measure lesson::lesson20 frequency::high topic::health hsk::3
"感冒<br><span style=""font-size:0.55em;color:#666"">gǎnmào</span>",catch cold<br><br>我感冒了。<br>Wǒ gǎnmào le.<br>I've caught a cold.,type::verb lesson::lesson20 frequency::high topic::health hsk::2
"检查<br><span style=""font-size:0.55em;color:#666"">jiǎnchá</span>",check (up)<br><br>医生给我做检查。<br>Yīshēng gěi wǒ zuò jiǎnchá.<br>The doctor gave me a check-up.,type::verb lesson::lesson20 frequency::high topic::health hsk::2
"量<br><span style=""font-size:0.55em;color:#666"">liáng</span>",measure<br><br>护士给我量体温。<br>Hùshi gěi wǒ liáng tǐwēn.<br>The nurse measured my temperature.,type::verb lesson::lesson20 frequency::high topic::health hsk::2
"体温<br><span style=""font-size:0.55em;color:#666"">tǐwēn</span>",(body) temperature<br><br>护士给我量体温。<br>Hùshi gěi wǒ liáng tǐwēn.<br>The nurse measured my temperature.,type::noun lesson::lesson20 frequency::high topic::health hsk::3
"放心<br><span style=""font-size:0.55em;color:#666"">fàngxīn</span>","set one's mind at rest<br><br>你放心，没有大问题。<br>Nǐ fàngxīn, méiyǒu dà wèntí.<br>Don't worry, there's no big problem.","type::verb lesson::lesson20 frequency::high topic::health,emotions hsk::3"
"严重<br><span style=""font-size:0.55em;color:#666"">yánzhòng</span>",serious; grave<br><br>你的病不严重。<br>Nǐ de bìng bù yánzhòng.<br>Your illness isn't serious.,type::adjective lesson::lesson20 frequency::high topic::health hsk::3
"于是<br><span style=""font-size:0.55em;color:#666"">yúshì</span>","so; then<br><br>我头疼，于是去看病了。<br>Wǒ tóuténg, yúshì qù kànbìng le.<br>I had a headache, so I went to see a doctor.",type::conjunction lesson::lesson20 frequency::high topic::grammar hsk::3
"向<br><span style=""font-size:0.55em;color:#666"">xiàng</span>",to; towards<br><br>他向老师请假。<br>Tā xiàng lǎoshī qǐngjià.<br>He asked the teacher for leave.,type::preposition lesson::lesson20 frequency::high topic::grammar hsk::2
"请假<br><span style=""font-size:0.55em;color:#666"">qǐngjià</span>",ask for leave (of absence)<br><br>他向老师请假。<br>Tā xiàng lǎoshī qǐngjià.<br>He asked the teacher for leave.,"type::verb lesson::lesson20 frequency::high topic::health,school hsk::3"
"让<br><span style=""font-size:0.55em;color:#666"">ràng</span>",let<br><br>让我陪你去医院吧。<br>Ràng wǒ péi nǐ qù yīyuàn ba.<br>Let me accompany you to the hospital.,type::verb lesson::lesson20 frequency::high topic::grammar hsk::2
"陪<br><span style=""font-size:0.55em;color:#666"">péi</span>",accompany<br><br>让我陪你去医院吧。<br>Ràng wǒ péi nǐ qù yīyuàn ba.<br>Let me accompany you to the hospital.,"type::verb lesson::lesson20 frequency::high topic::social,health hsk::2"
"看病<br><span style=""font-size:0.55em;color:#666"">kànbìng</span>",(of a patient) see a doctor<br><br>我陪妈妈去看病。<br>Wǒ péi māma qù kànbìng.<br>I accompanied mom to see the doctor.,type::verb lesson::lesson20 frequency::high topic::health hsk::2
"变化<br><span style=""font-size:0.55em;color:#666"">biànhuà</span>",change<br><br>我的病情有变化。<br>Wǒ de bìngqíng yǒu biànhuà.<br>My condition has changed.,type::noun lesson::lesson20 frequency::high topic::grammar hsk::3
"不用<br><span style=""font-size:0.55em;color:#666"">búyòng</span>","need not<br><br>不用担心，休息一下就好了。<br>Búyòng dānxīn, xiūxi yīxià jiù hǎo le.<br>No need to worry, you'll be fine after a rest.",type::adverb lesson::lesson20 frequency::high topic::grammar hsk::2
"打针<br><span style=""font-size:0.55em;color:#666"">dǎzhēn</span>",have an injection<br><br>医生给我打针了。<br>Yīshēng gěi wǒ dǎzhēn le.<br>The doctor gave me an injection.,type::verb lesson::lesson20 frequency::high topic::health hsk::3
"担心<br><span style=""font-size:0.55em;color:#666"">dānxīn</span>","worry<br><br>不用担心，休息一下就好了。<br>Búyòng dānxīn, xiūxi yīxià jiù hǎo le.<br>No need to worry, you'll be fine after a rest.",type::verb lesson::lesson20 frequency::high topic::emotions hsk::2
"坐<br><span style=""font-size:0.55em;color:#666"">zuò</span>",travel by<br><br>你喜欢坐飞机还是坐火车？<br>Nǐ xǐhuan zuò fēijī háishi zuò huǒchē?<br>Do you like taking planes or trains?,type::verb lesson::lesson21 frequency::high topic::transport hsk::1
"飞机<br><span style=""font-size:0.55em;color:#666"">fēijī</span>",aeroplane<br><br>你上飞机了吗？<br>Nǐ shàng fēijī le ma?<br>Have you boarded the plane?,type::noun lesson::lesson21 frequency::high topic::transport hsk::1
"火车<br><span style=""font-size:0.55em;color:#666"">huǒchē</span>",train<br><br>火车比坐飞机舒服。<br>Huǒchē bǐ zuò fēijī shūfu.<br>Trains are more comfortable than planes.,type::noun lesson::lesson21 frequency::high topic::transport hsk::1
"比<br><span style=""font-size:0.55em;color:#666"">bǐ</span>",than<br><br>坐飞机比坐火车快。<br>Zuò fēijī bǐ zuò huǒchē kuài.<br>Taking a plane is faster than taking a train.,type::preposition lesson::lesson21 frequency::high topic::grammar hsk::2 grammar::comparison
"上<br><span style=""font-size:0.55em;color:#666"">shàng</span>",get on<br><br>你上飞机了吗？<br>Nǐ shàng fēijī le ma?<br>Have you boarded the plane?,type::verb lesson::lesson21 frequency::high topic::transport hsk::1
"下<br><span style=""font-size:0.55em;color:#666"">xià</span>",get off<br><br>下飞机后给你打电话。<br>Xià fēijī hòu gěi nǐ dǎ diànhuà.<br>I'll call you after getting off the plane.,type::verb lesson::lesson21 frequency::high topic::transport hsk::1
"打电话<br><span style=""font-size:0.55em;color:#666"">dǎ diànhuà</span>",make a phone call<br><br>下飞机后给你打电话。<br>Xià fēijī hòu gěi nǐ dǎ diànhuà.<br>I'll call you after getting off the plane.,type::verb_phrase lesson::lesson21 frequency::high topic::communication hsk::1 grammar::separable
