Front,Back,Tags
循环,"xúnhuán (loop)

循环可以重复执行代码。
Xúnhuán kěyǐ chóngfù zhíxíng dàimǎ.
Loops can execute code repeatedly.",type::noun/verb lesson::bonus6 frequency::high topic::programming hsk::3
数组,"shùzǔ (array)

数组可以存储多个值。
Shùzǔ kěyǐ cúnchǔ duō ge zhí.
An array can store multiple values.",type::noun lesson::bonus6 frequency::medium topic::programming
听说,"tīngshuō (hear about / be told)

听说你要去北京旅行？
Tīngshuō nǐ yào qù Běijīng lǚxíng?
I heard you're going to Beijing?",type::verb lesson::lesson14 frequency::high topic::communication hsk::2
过,"guò (past experience (particle))

我去过上海。
Wǒ qù guo Shànghǎi.
I have been to Shanghai.",type::particle lesson::lesson14 frequency::high topic::grammar hsk::1 grammar::experience_particle
黄鹤楼,"Huánghè Lóu (Yellow Crane Tower)

黄鹤楼在武汉。
Huánghè Lóu zài Wǔhàn.
Yellow Crane Tower is in Wuhan.","type::noun lesson::lesson14 frequency::medium topic::landmarks,travel hsk::3"
北京,"Běijīng (Beijing)

北京是中国的首都。
Běijīng shì Zhōngguó de shǒudū.
Beijing is the capital of China.","type::noun lesson::lesson14 frequency::high topic::cities,travel hsk::1"
有名,"yǒumíng (famous)

长城很有名。
Chángchéng hěn yǒumíng.
The Great Wall is very famous.",type::adj lesson::lesson14 frequency::high topic::description hsk::2
天安门,"Tiān'ānmén (Tian'anmen)

天安门广场很大。
Tiān'ānmén Guǎngchǎng hěn dà.
Tian'anmen Square is very large.","type::noun lesson::lesson14 frequency::high topic::landmarks,travel hsk::2"
故宫,"Gùgōng (Forbidden City / Imperial Palace)

故宫有六百年历史。
Gùgōng yǒu liù bǎi nián lìshǐ.
The Forbidden City has 600 years of history.","type::noun lesson::lesson14 frequency::high topic::landmarks,travel hsk::2"
长城,"Chángchéng (Great Wall)

长城非常壮观。
Chángchéng fēicháng zhuàngguān.
The Great Wall is very magnificent.","type::noun lesson::lesson14 frequency::high topic::landmarks,travel hsk::2"
美食,"měishí (delicious food / cuisine)

成都是美食之都。
Chéngdū shì měishí zhī dū.
Chengdu is the capital of delicious food.",type::noun lesson::lesson14 frequency::high topic::food hsk::2
火锅,"huǒguō (hotpot)

冬天吃火锅很暖和。
Dōngtiān chī huǒguō hěn nuǎnhuo.
Eating hotpot in winter is very warming.",type::noun lesson::lesson14 frequency::high topic::food hsk::2
暑假,"shǔjià (summer vacation)

暑假你去哪儿了？
Shǔjià nǐ qù nǎr le?
Where did you go for summer vacation?","type::noun lesson::lesson14 frequency::high topic::time,school hsk::1"
城市,"chéngshì (city)

上海是个大城市。
Shànghǎi shì ge dà chéngshì.
Shanghai is a big city.",type::noun lesson::lesson14 frequency::high topic::places hsk::1
旅游,"lǚyóu (travel)

我喜欢旅游。
Wǒ xǐhuan lǚyóu.
I like to travel.",type::verb/noun lesson::lesson14 frequency::high topic::travel hsk::1
上海,"Shànghǎi (Shanghai)

上海很现代化。
Shànghǎi hěn xiàndàihuà.
Shanghai is very modern.","type::noun lesson::lesson14 frequency::high topic::cities,travel hsk::1"
西安,"Xī'ān (Xi'an)

西安有兵马俑。
Xī'ān yǒu bīngmǎyǒng.
Xi'an has the Terracotta Warriors.","type::noun lesson::lesson14 frequency::high topic::cities,travel hsk::2"
首都,"shǒudū (capital)

北京是中国的首都。
Běijīng shì Zhōngguó de shǒudū.
Beijing is the capital of China.",type::noun lesson::lesson14 frequency::high topic::places hsk::2
一定,"yídìng (certainly / surely)

我一定努力学习。
Wǒ yídìng nǔlì xuéxí.
I will certainly study hard.",type::adv lesson::lesson14 frequency::high topic::grammar hsk::1
所,"suǒ (measure for schools, hospitals, etc.)

这是一所大学。
Zhè shì yī suǒ dàxué.
This is a university.",type::measure lesson::lesson14 frequency::medium topic::grammar hsk::2
大学,"dàxué (university / college)

我明年上大学。
Wǒ míngnián shàng dàxué.
I will go to university next year.",type::noun lesson::lesson14 frequency::high topic::education hsk::1
举办,"jǔbàn (to conduct / hold (event))

北京举办了2008年奥运会。
Běijīng jǔbàn le 2008 nián Àoyùnhuì.
Beijing hosted the 2008 Olympics.",type::verb lesson::lesson14 frequency::high topic::events hsk::3
奥运会,"Àoyùnhuì (Olympic Games)

奥运会四年一次。
Àoyùnhuì sì nián yī cì.
The Olympics happen once every four years.","type::noun lesson::lesson14 frequency::medium topic::sports,events hsk::2"
除了,"chúle (except / besides)

除了北京，我还去过上海。
Chúle Běijīng, wǒ hái qù guo Shànghǎi.
Besides Beijing, I have also been to Shanghai.",type::prep lesson::lesson14 frequency::high topic::grammar hsk::2
奥林匹克,"Àolínpǐkè (Olympic)

奥林匹克公园很大。
Àolínpǐkè Gōngyuán hěn dà.
Olympic Park is very large.",type::adj/noun lesson::lesson14 frequency::medium topic::sports hsk::3
公园,"gōngyuán (park)

我们去公园散步吧。
Wǒmen qù gōngyuán sànbù ba.
Let's go for a walk in the park.",type::noun lesson::lesson14 frequency::high topic::places hsk::1
鸟巢,"Niǎocháo (Bird's Nest (National Stadium))

鸟巢在北京奥林匹克公园。
Niǎocháo zài Běijīng Àolínpǐkè Gōngyuán.
The Bird's Nest is in Beijing Olympic Park.","type::noun lesson::lesson14 frequency::medium topic::landmarks,sports hsk::3"
水立方,"Shuǐlìfāng (Water Cube (National Aquatics Center))

水立方是游泳比赛场馆。
Shuǐlìfāng shì yóuyǒng bǐsài chǎngguǎn.
The Water Cube is a swimming competition venue.","type::noun lesson::lesson14 frequency::medium topic::landmarks,sports hsk::3"
北京烤鸭,"Běijīng kǎoyā (Peking duck)

来北京一定要吃北京烤鸭。
Lái Běijīng yídìng yào chī Běijīng kǎoyā.
When you come to Beijing, you must eat Peking duck.","type::noun lesson::lesson14 frequency::high topic::food,travel hsk::2"
生日,"shēngrì (birthday)

祝你生日快乐！
Zhù nǐ shēngrì kuàilè!
Happy birthday to you!",type::noun lesson::lesson15 frequency::high topic::celebrations hsk::1
参加,"cānjiā (to join / participate in)

你想参加我的生日聚会吗？
Nǐ xiǎng cānjiā wǒ de shēngrì jùhuì ma?
Do you want to come to my birthday party?","type::verb lesson::lesson15 frequency::high topic::social,activities hsk::1"
聚会,"jùhuì (party / gathering)

周末有一个聚会。
Zhōumò yǒu yí ge jùhuì.
There's a party on the weekend.",type::noun lesson::lesson15 frequency::high topic::social hsk::2
当然,"dāngrán (certainly / of course)

当然可以！
Dāngrán kěyǐ!
Of course you can!",type::adv lesson::lesson15 frequency::high topic::grammar hsk::1
地址,"dìzhǐ (address)

请把你的地址发给我。
Qǐng bǎ nǐ de dìzhǐ fā gěi wǒ.
Please send me your address.","type::noun lesson::lesson15 frequency::high topic::communication,location hsk::1"
发,"fā (to send out)

我给你发了一条信息。
Wǒ gěi nǐ fā le yī tiáo xìnxī.
I sent you a message.",type::verb lesson::lesson15 frequency::high topic::communication hsk::1
送,"sòng (to give (as a gift))

我送了你一个礼物。
Wǒ sòng le nǐ yí ge lǐwù.
I gave you a gift.","type::verb lesson::lesson15 frequency::high topic::gifts,social hsk::1"
礼物,"lǐwù (gift / present)

谢谢你的礼物。
Xièxie nǐ de lǐwù.
Thank you for your gift.",type::noun lesson::lesson15 frequency::high topic::gifts hsk::1
电梯,"diàntī (elevator / lift)

电梯在右边。
Diàntī zài yòubiān.
The elevator is on the right.",type::noun lesson::lesson15 frequency::high topic::buildings hsk::2
上去,"shàngqù (to go up)

我们坐电梯上去。
Wǒmen zuò diàntī shàngqù.
Let's take the elevator up.",type::verb lesson::lesson15 frequency::high topic::movement hsk::2 grammar::directional_complement
把,"bǎ (object marker (disposal))

把门关上。
Bǎ mén guān shàng.
Close the door.",type::prep lesson::lesson15 frequency::high topic::grammar hsk::2 grammar::把-sentence
蛋糕,"dàngāo (cake)

这个蛋糕很好吃。
Zhège dàngāo hěn hǎochī.
This cake is very tasty.","type::noun lesson::lesson15 frequency::high topic::food,celebrations hsk::1"
放,"fàng (to put / place)

请把书放在桌子上。
Qǐng bǎ shū fàng zài zhuōzi shàng.
Please put the book on the desk.",type::verb lesson::lesson15 frequency::high topic::actions hsk::1
冰箱,"bīngxiāng (refrigerator)

冰箱里有牛奶。
Bīngxiāng lǐ yǒu niúnǎi.
There's milk in the refrigerator.","type::noun lesson::lesson15 frequency::high topic::home,appliances hsk::1"
邀请,"yāoqǐng (to invite)

他邀请我去他的生日聚会。
Tā yāoqǐng wǒ qù tā de shēngrì jùhuì.
He invited me to his birthday party.",type::verb lesson::lesson15 frequency::high topic::social hsk::2
小区,"xiǎoqū (residential area / community)

我住在一个安静的小区。
Wǒ zhù zài yí ge ānjìng de xiǎoqū.
I live in a quiet residential area.","type::noun lesson::lesson15 frequency::high topic::places,home hsk::2"
门口,"ménkǒu (doorway / entrance)

我在门口等你。
Wǒ zài ménkǒu děng nǐ.
I'll wait for you at the entrance.",type::noun lesson::lesson15 frequency::high topic::location hsk::1
栋,"dòng (measure for buildings)

我们住在一栋楼里。
Wǒmen zhù zài yī dòng lóu lǐ.
We live in one building.",type::measure lesson::lesson15 frequency::medium topic::grammar hsk::2
马上,"mǎshàng (at once / immediately)

我马上到。
Wǒ mǎshàng dào.
I'll be there right away.",type::adv lesson::lesson15 frequency::high topic::time hsk::1
下来,"xiàlái (to come down)

你快下来吧。
Nǐ kuài xiàlái ba.
Come down quickly.",type::verb lesson::lesson15 frequency::high topic::movement hsk::2 grammar::directional_complement
才,"cái (not until / only then)

他十点才来。
Tā shí diǎn cái lái.
He didn't come until ten o'clock.","type::adv lesson::lesson15 frequency::high topic::grammar,time hsk::2"
发现,"fāxiàn (to discover / find)

我发现了一个秘密。
Wǒ fāxiàn le yí ge mìmì.
I discovered a secret.",type::verb lesson::lesson15 frequency::high topic::perception hsk::2
热情,"rèqíng (enthusiastic / warm)

他很热情地欢迎我们。
Tā hěn rèqíng de huānyíng wǒmen.
He welcomed us warmly.",type::adj lesson::lesson15 frequency::high topic::personality hsk::2
欢迎,"huānyíng (to welcome / greet)

欢迎来我家！
Huānyíng lái wǒ jiā!
Welcome to my home!",type::verb lesson::lesson15 frequency::high topic::social hsk::1
点,"diǎn (to light (candle))

点蜡烛。
Diǎn làzhú.
Light the candles.",type::verb lesson::lesson15 frequency::high topic::actions hsk::1
蜡烛,"làzhú (candle)

生日蜡烛吹灭了。
Shēngrì làzhú chuī miè le.
The birthday candles were blown out.","type::noun lesson::lesson15 frequency::medium topic::celebrations,home hsk::2"
祝,"zhù (to express good wishes)

祝你成功！
Zhù nǐ chénggōng!
Wishing you success!",type::verb lesson::lesson15 frequency::high topic::greetings hsk::1
感动,"gǎndòng (to be moved / touched)

他的故事让我很感动。
Tā de gùshi ràng wǒ hěn gǎndòng.
His story moved me deeply.",type::verb/adj lesson::lesson15 frequency::high topic::emotions hsk::2
感谢,"gǎnxiè (to thank / be grateful)

感谢你的帮助。
Gǎnxiè nǐ de bāngzhù.
Thank you for your help.","type::verb lesson::lesson15 frequency::high topic::emotions,social hsk::2"
心里,"xīnli (in one's heart / mind)

我心里很开心。
Wǒ xīnli hěn kāixīn.
I am very happy in my heart.",type::noun_(location) lesson::lesson15 frequency::high topic::feelings hsk::2
游戏,"yóuxì (game)

我喜欢玩电脑游戏。
Wǒ xǐhuan wán diànnǎo yóuxì.
I like playing computer games.",type::noun lesson::bonus7 frequency::high topic::gaming hsk::1
玩家,"wánjiā (player (gamer))

他是一个资深玩家。
Tā shì yí ge zīshēn wánjiā.
He is an experienced gamer.",type::noun lesson::bonus7 frequency::medium topic::gaming
帧率,"zhēnlǜ (frame rate)

帧率太低会卡顿。
Zhēnlǜ tài dī huì kǎdùn.
If the frame rate is too low, it will stutter.","type::noun lesson::bonus7 frequency::low topic::gaming,computers"
分辨率,"fēnbiànlǜ (resolution)

4K分辨率很清晰。
4K fēnbiànlǜ hěn qīngxī.
4K resolution is very clear.","type::noun lesson::bonus7 frequency::medium topic::computers,gaming hsk::3"
延迟,"yánchí (lag / latency)

网络延迟很高。
Wǎngluò yánchí hěn gāo.
The network latency is very high.","type::noun lesson::bonus7 frequency::medium topic::gaming,internet"
键盘,"jiànpán (keyboard)

我的键盘坏了。
Wǒ de jiànpán huài le.
My keyboard is broken.",type::noun lesson::bonus7 frequency::high topic::computers hsk::2
鼠标,"shǔbiāo (mouse)

无线鼠标很方便。
Wúxiàn shǔbiāo hěn fāngbiàn.
A wireless mouse is very convenient.",type::noun lesson::bonus7 frequency::high topic::computers hsk::2
显示器,"xiǎnshìqì (monitor)

这个显示器色彩很好。
Zhège xiǎnshìqì sècǎi hěn hǎo.
This monitor has good colors.",type::noun lesson::bonus7 frequency::medium topic::computers
刷新率,"shuāxīnlǜ (refresh rate)

144Hz刷新率玩游戏很爽。
Yībǎi sìshísì Hz shuāxīnlǜ wán yóuxì hěn shuǎng.
144Hz refresh rate is great for gaming.","type::noun lesson::bonus7 frequency::low topic::gaming,computers"
机械键盘,"jīxiè jiànpán (mechanical keyboard)

机械键盘手感很好。
Jīxiè jiànpán shǒugǎn hěn hǎo.
Mechanical keyboards feel very good.","type::noun lesson::bonus7 frequency::low topic::gaming,computers"
游戏手柄,"yóuxì shǒubǐng (game controller)

用游戏手柄玩赛车游戏更好。
Yòng yóuxì shǒubǐng wán sàichē yóuxì gèng hǎo.
Using a game controller is better for racing games.",type::noun lesson::bonus7 frequency::medium topic::gaming
耳机,"ěrjī (headset / headphones)

玩游戏需要好的耳机。
Wán yóuxì xūyào hǎo de ěrjī.
Playing games requires good headphones.","type::noun lesson::bonus7 frequency::high topic::electronics,gaming hsk::2"
麦克风,"màikèfēng (microphone)

麦克风坏了，听不见我说话。
Màikèfēng huài le, tīng bú jiàn wǒ shuōhuà.
The microphone is broken, you can't hear me.","type::noun lesson::bonus7 frequency::medium topic::electronics,gaming"
流媒体,"liú méitǐ (streaming)

他在做游戏流媒体直播。
Tā zài zuò yóuxì liú méitǐ zhíbō.
He is doing game streaming.","type::noun lesson::bonus7 frequency::medium topic::internet,gaming"
直播,"zhíbō (live stream)

我晚上八点开直播。
Wǒ wǎnshàng bā diǎn kāi zhíbō.
I start my live stream at 8 PM.","type::noun/verb lesson::bonus7 frequency::high topic::internet,gaming hsk::3"
下载,"xiàzài (to download)

我在下载一个新游戏。
Wǒ zài xiàzài yí ge xīn yóuxì.
I am downloading a new game.","type::verb lesson::bonus7 frequency::high topic::computers,internet hsk::2"
更新,"gēngxīn (to update)

游戏需要更新。
Yóuxì xūyào gēngxīn.
The game needs to update.","type::verb/noun lesson::bonus7 frequency::high topic::computers,gaming hsk::2"
补丁,"bǔdīng (patch)

新补丁修复了很多bug。
Xīn bǔdīng xiūfù le hěn duō bug.
The new patch fixed many bugs.","type::noun lesson::bonus7 frequency::low topic::gaming,computers"
成就,"chéngjiù (achievement)

我解锁了一个新成就。
Wǒ jiěsuǒ le yí ge xīn chéngjiù.
I unlocked a new achievement.",type::noun lesson::bonus7 frequency::high topic::gaming hsk::3
多人,"duōrén (multiplayer)

这个游戏支持多人模式。
Zhège yóuxì zhīchí duōrén móshì.
This game supports multiplayer mode.",type::adj/noun lesson::bonus7 frequency::high topic::gaming
单人,"dānrén (single player)

单人游戏可以慢慢玩。
Dānrén yóuxì kěyǐ mànmàn wán.
Single-player games can be played slowly.",type::adj/noun lesson::bonus7 frequency::high topic::gaming
微缩模型,"wēisuō móxíng (miniature)

我喜欢涂装微缩模型。
Wǒ xǐhuan túzhuāng wēisuō móxíng.
I like painting miniatures.","type::noun lesson::bonus8 frequency::low topic::miniatures,painting"
涂装,"túzhuāng (painting (miniatures))

微缩模型涂装需要耐心。
Wēisuō móxíng túzhuāng xūyào nàixīn.
Painting miniatures requires patience.","type::verb/noun lesson::bonus8 frequency::low topic::miniatures,painting"
底漆,"dǐqī (primer)

涂装前先喷底漆。
Túzhuāng qián xiān pēn dǐqī.
Spray primer before painting.","type::noun lesson::bonus8 frequency::low topic::miniatures,painting"
丙烯酸颜料,"bǐngxīsuān yánliào (acrylic paint)

微缩模型常用丙烯酸颜料。
Wēisuō móxíng cháng yòng bǐngxīsuān yánliào.
Acrylic paint is commonly used for miniatures.","type::noun lesson::bonus8 frequency::low topic::painting,art"
画笔,"huàbǐ (paintbrush)

用小号画笔涂细节。
Yòng xiǎo hào huàbǐ tú xìjié.
Use a small brush for details.","type::noun lesson::bonus8 frequency::high topic::art,drawing hsk::2"
干扫,"gānsǎo (dry brushing)

干扫可以让边缘更突出。
Gānsǎo kěyǐ ràng biānyuán gèng tūchū.
Dry brushing makes edges stand out more.","type::verb/noun lesson::bonus8 frequency::low topic::miniatures,painting"
渍洗,"zìxǐ (wash)

渍洗可以加深阴影。
Zìxǐ kěyǐ jiāshēn yīnyǐng.
Wash can deepen shadows.","type::verb/noun lesson::bonus8 frequency::low topic::miniatures,painting"
高光,"gāoguāng (highlight)

给边缘加上高光。
Gěi biānyuán jiā shàng gāoguāng.
Add highlights to the edges.","type::noun lesson::bonus8 frequency::medium topic::art,painting"
阴影,"yīnyǐng (shadow)

阴影让颜色更有层次。
Yīnyǐng ràng yánsè gèng yǒu céngcì.
Shadows give colors more depth.","type::noun lesson::bonus8 frequency::high topic::art,lighting hsk::2"
调色板,"tiáosèbǎn (palette)

把颜料挤在调色板上。
Bǎ yánliào jǐ zài tiáosèbǎn shàng.
Squeeze the paint onto the palette.","type::noun lesson::bonus8 frequency::low topic::art,painting"
湿盘,"shīpán (wet palette)

湿盘很适合长时间涂装。
Shīpán hěn shìhé cháng shíjiān túzhuāng.
A wet palette is great for long painting sessions.","type::noun lesson::bonus8 frequency::low topic::miniatures,painting"
喷笔,"pēnbǐ (airbrush)

用喷笔可以快速上底漆。
Yòng pēnbǐ kěyǐ kuàisù shàng dǐqī.
Using an airbrush can apply primer quickly.","type::noun lesson::bonus8 frequency::low topic::miniatures,painting,tools"
遮盖,"zhēgài (masking)

用遮盖带保护不想涂的区域。
Yòng zhēgài dài bǎohù bù xiǎng tú de qūyù.
Use masking tape to protect areas you don't want to paint.",type::verb/noun lesson::bonus8 frequency::low topic::painting
清漆,"qīngqī (varnish)

最后喷一层清漆保护模型。
Zuìhòu pēn yī céng qīngqī bǎohù móxíng.
Finally spray a layer of varnish to protect the model.","type::noun lesson::bonus8 frequency::low topic::miniatures,painting"
血碗,"Xuè Wǎn (Blood Bowl)

血碗是一款桌上游戏。
Xuè Wǎn shì yī kuǎn zhuōshàng yóuxì.
Blood Bowl is a board game.","type::noun lesson::bonus8 frequency::low topic::bloodbowl,gaming"
桌上游戏,"zhuōshàng yóuxì (board game)

周末和朋友一起玩桌上游戏。
Zhōumò hé péngyou yīqǐ wán zhuōshàng yóuxì.
Play board games with friends on the weekend.",type::noun lesson::bonus8 frequency::medium topic::gaming
骰子,"tóuzi (dice)

血碗需要使用很多骰子。
Xuè Wǎn xūyào shǐyòng hěn duō tóuzi.
Blood Bowl requires using many dice.",type::noun lesson::bonus8 frequency::medium topic::games hsk::3
球员,"qiúyuán (player (sports))

每个球员都有不同的技能。
Měi ge qiúyuán dōu yǒu bùtóng de jìnéng.
Each player has different skills.","type::noun lesson::bonus8 frequency::high topic::sports,gaming hsk::1"
队伍,"duìwǔ (team)

你选哪个队伍？
Nǐ xuǎn nǎ ge duìwǔ?
Which team do you choose?","type::noun lesson::bonus8 frequency::high topic::sports,groups hsk::1"
教练,"jiàoliàn (coach)

教练负责制定战术。
Jiàoliàn fùzé zhìdìng zhànshù.
The coach is responsible for making tactics.",type::noun lesson::bonus8 frequency::high topic::sports hsk::1
联赛,"liánsài (league)

我在参加一个血碗联赛。
Wǒ zài cānjiā yí ge Xuè Wǎn liánsài.
I am participating in a Blood Bowl league.","type::noun lesson::bonus8 frequency::medium topic::sports,gaming"
触底得分,"chùdǐ défēn (touchdown)

他跑进对方禁区触底得分。
Tā pǎo jìn duìfāng jìnqū chùdǐ défēn.
He ran into the opponent's end zone for a touchdown.","type::verb_phrase lesson::bonus8 frequency::low topic::bloodbowl,sports"
阻挡,"zǔdǎng (to block)

用球员阻挡对方的进攻。
Yòng qiúyuán zǔdǎng duìfāng de jìngōng.
Use players to block the opponent's attack.","type::verb lesson::bonus8 frequency::high topic::actions,sports hsk::3"
传球,"chuánqiú (to pass)

把球传给队友。
Bǎ qiú chuán gěi duìyǒu.
Pass the ball to a teammate.","type::verb lesson::bonus8 frequency::medium topic::sports,gaming hsk::2"
冲刺,"chōngcì (to rush)

球员可以冲刺突破防线。
Qiúyuán kěyǐ chōngcì tūpò fángxiàn.
Players can rush to break through the defense.","type::verb lesson::bonus8 frequency::medium topic::actions,sports"
